language,parameter_id,parameter_name,value_number,value_name
Arabic (Gulf),85A,Order of Adposition and Noun Phrase,2,Prepositions
Arabic (Iraqi),81A,"Order of Subject, Object and Verb",2,SVO
Arabic (Iraqi),85A,Order of Adposition and Noun Phrase,2,Prepositions
Arabic (Modern Standard),81A,"Order of Subject, Object and Verb",3,VSO
Arabic (Modern Standard),85A,Order of Adposition and Noun Phrase,2,Prepositions
Arabic (Moroccan),85A,Order of Adposition and Noun Phrase,2,Prepositions
Arabic (Syrian),81A,"Order of Subject, Object and Verb",7,No dominant order
Arabic (Syrian),85A,Order of Adposition and Noun Phrase,2,Prepositions
Mehri,81A,"Order of Subject, Object and Verb",7,No dominant order
Mehri,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tigré,81A,"Order of Subject, Object and Verb",1,SOV
Tigré,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tigrinya,81A,"Order of Subject, Object and Verb",1,SOV
Amharic,81A,"Order of Subject, Object and Verb",1,SOV
Soddo,81A,"Order of Subject, Object and Verb",1,SOV
Soddo,85A,Order of Adposition and Noun Phrase,4,No dominant order
Chaha,81A,"Order of Subject, Object and Verb",1,SOV
Chaha,85A,Order of Adposition and Noun Phrase,4,No dominant order
Basque,81A,"Order of Subject, Object and Verb",1,SOV
Basque,85A,Order of Adposition and Noun Phrase,1,Postpositions
Armenian (Eastern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Armenian (Western),81A,"Order of Subject, Object and Verb",1,SOV
Armenian (Western),85A,Order of Adposition and Noun Phrase,1,Postpositions
Domari,81A,"Order of Subject, Object and Verb",7,No dominant order
Domari,85A,Order of Adposition and Noun Phrase,2,Prepositions
Romani (Welsh),81A,"Order of Subject, Object and Verb",7,No dominant order
Romani (Welsh),85A,Order of Adposition and Noun Phrase,2,Prepositions
Sinhala,81A,"Order of Subject, Object and Verb",1,SOV
Sinhala,85A,Order of Adposition and Noun Phrase,1,Postpositions
Khowar,81A,"Order of Subject, Object and Verb",1,SOV
Khowar,85A,Order of Adposition and Noun Phrase,1,Postpositions
Brokskat,81A,"Order of Subject, Object and Verb",1,SOV
Domaaki,85A,Order of Adposition and Noun Phrase,1,Postpositions
Shina,81A,"Order of Subject, Object and Verb",1,SOV
Shina,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kashmiri,81A,"Order of Subject, Object and Verb",2,SVO
Kashmiri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Savi,81A,"Order of Subject, Object and Verb",1,SOV
Savi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Marathi,81A,"Order of Subject, Object and Verb",1,SOV
Marathi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hindi,81A,"Order of Subject, Object and Verb",1,SOV
Hindi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Urdu,81A,"Order of Subject, Object and Verb",1,SOV
Urdu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Lamani,81A,"Order of Subject, Object and Verb",1,SOV
Lamani,85A,Order of Adposition and Noun Phrase,1,Postpositions
Panjabi,81A,"Order of Subject, Object and Verb",1,SOV
Panjabi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Shekhawati,81A,"Order of Subject, Object and Verb",1,SOV
Shekhawati,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gujarati,81A,"Order of Subject, Object and Verb",1,SOV
Gujarati,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kumauni,81A,"Order of Subject, Object and Verb",1,SOV
Kumauni,85A,Order of Adposition and Noun Phrase,1,Postpositions
Nepali,81A,"Order of Subject, Object and Verb",1,SOV
Nepali,85A,Order of Adposition and Noun Phrase,1,Postpositions
Bhojpuri,81A,"Order of Subject, Object and Verb",1,SOV
Bhojpuri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Maithili,85A,Order of Adposition and Noun Phrase,1,Postpositions
Prasuni,81A,"Order of Subject, Object and Verb",1,SOV
Prasuni,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ossetic,81A,"Order of Subject, Object and Verb",1,SOV
Ossetic,85A,Order of Adposition and Noun Phrase,1,Postpositions
Wakhi,81A,"Order of Subject, Object and Verb",1,SOV
Wakhi,85A,Order of Adposition and Noun Phrase,4,No dominant order
Pashto,81A,"Order of Subject, Object and Verb",1,SOV
Vafsi,85A,Order of Adposition and Noun Phrase,4,No dominant order
Kurdish (Central),81A,"Order of Subject, Object and Verb",1,SOV
Kurdish (Central),85A,Order of Adposition and Noun Phrase,2,Prepositions
Mazanderani,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hawrami,85A,Order of Adposition and Noun Phrase,2,Prepositions
Koluri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kabatei,85A,Order of Adposition and Noun Phrase,1,Postpositions
Talysh (Southern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Persian,81A,"Order of Subject, Object and Verb",1,SOV
Persian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tajik,81A,"Order of Subject, Object and Verb",1,SOV
Tajik,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tati (Southern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Albanian,81A,"Order of Subject, Object and Verb",2,SVO
Albanian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Greek (Modern),81A,"Order of Subject, Object and Verb",7,No dominant order
Greek (Modern),85A,Order of Adposition and Noun Phrase,2,Prepositions
Sardinian,81A,"Order of Subject, Object and Verb",2,SVO
Romanian,81A,"Order of Subject, Object and Verb",2,SVO
Romanian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Italian,81A,"Order of Subject, Object and Verb",2,SVO
Italian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Romansch (Sursilvan),81A,"Order of Subject, Object and Verb",2,SVO
French,81A,"Order of Subject, Object and Verb",2,SVO
French,85A,Order of Adposition and Noun Phrase,2,Prepositions
Catalan,81A,"Order of Subject, Object and Verb",2,SVO
Catalan,85A,Order of Adposition and Noun Phrase,2,Prepositions
Spanish,81A,"Order of Subject, Object and Verb",2,SVO
Spanish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Portuguese,81A,"Order of Subject, Object and Verb",2,SVO
Portuguese,85A,Order of Adposition and Noun Phrase,2,Prepositions
Irish,81A,"Order of Subject, Object and Verb",3,VSO
Irish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Gaelic (Scots),81A,"Order of Subject, Object and Verb",3,VSO
Gaelic (Scots),85A,Order of Adposition and Noun Phrase,2,Prepositions
Breton,85A,Order of Adposition and Noun Phrase,2,Prepositions
Welsh,81A,"Order of Subject, Object and Verb",3,VSO
Welsh,85A,Order of Adposition and Noun Phrase,2,Prepositions
Cornish,81A,"Order of Subject, Object and Verb",2,SVO
Cornish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Danish,81A,"Order of Subject, Object and Verb",2,SVO
Danish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Swedish,81A,"Order of Subject, Object and Verb",2,SVO
Swedish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Norwegian,81A,"Order of Subject, Object and Verb",2,SVO
Norwegian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Icelandic,81A,"Order of Subject, Object and Verb",2,SVO
Icelandic,85A,Order of Adposition and Noun Phrase,2,Prepositions
Dutch,81A,"Order of Subject, Object and Verb",7,No dominant order
Dutch,85A,Order of Adposition and Noun Phrase,2,Prepositions
German,81A,"Order of Subject, Object and Verb",7,No dominant order
German,85A,Order of Adposition and Noun Phrase,2,Prepositions
English,81A,"Order of Subject, Object and Verb",2,SVO
English,85A,Order of Adposition and Noun Phrase,2,Prepositions
Frisian,81A,"Order of Subject, Object and Verb",7,No dominant order
Frisian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Latvian,81A,"Order of Subject, Object and Verb",2,SVO
Latvian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Lithuanian,81A,"Order of Subject, Object and Verb",2,SVO
Lithuanian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Russian,81A,"Order of Subject, Object and Verb",2,SVO
Russian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Belorussian,81A,"Order of Subject, Object and Verb",7,No dominant order
Ukrainian,81A,"Order of Subject, Object and Verb",2,SVO
Ukrainian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Polish,81A,"Order of Subject, Object and Verb",2,SVO
Polish,85A,Order of Adposition and Noun Phrase,2,Prepositions
Sorbian,81A,"Order of Subject, Object and Verb",1,SOV
Sorbian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Czech,81A,"Order of Subject, Object and Verb",2,SVO
Czech,85A,Order of Adposition and Noun Phrase,2,Prepositions
Bulgarian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Macedonian,81A,"Order of Subject, Object and Verb",2,SVO
Macedonian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Slovene,81A,"Order of Subject, Object and Verb",2,SVO
Slovene,85A,Order of Adposition and Noun Phrase,2,Prepositions
Serbian-Croatian,81A,"Order of Subject, Object and Verb",2,SVO
Serbian-Croatian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Nenets,81A,"Order of Subject, Object and Verb",1,SOV
Nenets,85A,Order of Adposition and Noun Phrase,1,Postpositions
Enets,81A,"Order of Subject, Object and Verb",1,SOV
Enets,85A,Order of Adposition and Noun Phrase,1,Postpositions
Nganasan,81A,"Order of Subject, Object and Verb",1,SOV
Kamass,81A,"Order of Subject, Object and Verb",1,SOV
Kamass,85A,Order of Adposition and Noun Phrase,1,Postpositions
Selkup,81A,"Order of Subject, Object and Verb",1,SOV
Hungarian,81A,"Order of Subject, Object and Verb",7,No dominant order
Hungarian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Khanty,81A,"Order of Subject, Object and Verb",1,SOV
Khanty,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mansi,81A,"Order of Subject, Object and Verb",1,SOV
Mansi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Udmurt,81A,"Order of Subject, Object and Verb",1,SOV
Udmurt,85A,Order of Adposition and Noun Phrase,1,Postpositions
Komi-Zyrian,81A,"Order of Subject, Object and Verb",2,SVO
Komi-Permyak,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mari (Meadow),85A,Order of Adposition and Noun Phrase,1,Postpositions
Mordvin (Erzya),81A,"Order of Subject, Object and Verb",2,SVO
Mordvin (Erzya),85A,Order of Adposition and Noun Phrase,1,Postpositions
Saami (Northern),81A,"Order of Subject, Object and Verb",2,SVO
Saami (Northern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Finnish,81A,"Order of Subject, Object and Verb",2,SVO
Finnish,85A,Order of Adposition and Noun Phrase,1,Postpositions
Estonian,81A,"Order of Subject, Object and Verb",2,SVO
Estonian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Votic,85A,Order of Adposition and Noun Phrase,4,No dominant order
Yukaghir (Tundra),81A,"Order of Subject, Object and Verb",1,SOV
Yukaghir (Tundra),85A,Order of Adposition and Noun Phrase,1,Postpositions
Yukaghir (Kolyma),81A,"Order of Subject, Object and Verb",1,SOV
Yukaghir (Kolyma),85A,Order of Adposition and Noun Phrase,1,Postpositions
Dagur,81A,"Order of Subject, Object and Verb",1,SOV
Dagur,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kalmyk,85A,Order of Adposition and Noun Phrase,1,Postpositions
Buriat,81A,"Order of Subject, Object and Verb",1,SOV
Buriat,85A,Order of Adposition and Noun Phrase,1,Postpositions
Khalkha,81A,"Order of Subject, Object and Verb",1,SOV
Khalkha,85A,Order of Adposition and Noun Phrase,1,Postpositions
Even,85A,Order of Adposition and Noun Phrase,1,Postpositions
Evenki,81A,"Order of Subject, Object and Verb",1,SOV
Evenki,85A,Order of Adposition and Noun Phrase,1,Postpositions
Manchu,81A,"Order of Subject, Object and Verb",1,SOV
Manchu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Orok,85A,Order of Adposition and Noun Phrase,1,Postpositions
Udihe,81A,"Order of Subject, Object and Verb",1,SOV
Udihe,85A,Order of Adposition and Noun Phrase,1,Postpositions
Chuvash,81A,"Order of Subject, Object and Verb",1,SOV
Chuvash,85A,Order of Adposition and Noun Phrase,1,Postpositions
Khalaj,81A,"Order of Subject, Object and Verb",1,SOV
Khalaj,85A,Order of Adposition and Noun Phrase,1,Postpositions
Azerbaijani,81A,"Order of Subject, Object and Verb",1,SOV
Turkish,81A,"Order of Subject, Object and Verb",1,SOV
Turkish,85A,Order of Adposition and Noun Phrase,1,Postpositions
Turkmen,81A,"Order of Subject, Object and Verb",1,SOV
Turkmen,85A,Order of Adposition and Noun Phrase,1,Postpositions
Uzbek,81A,"Order of Subject, Object and Verb",1,SOV
Bashkir,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tatar,81A,"Order of Subject, Object and Verb",1,SOV
Tatar,85A,Order of Adposition and Noun Phrase,1,Postpositions
Karakalpak,81A,"Order of Subject, Object and Verb",1,SOV
Karakalpak,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kirghiz,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yakut,81A,"Order of Subject, Object and Verb",1,SOV
Yakut,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tuvan,81A,"Order of Subject, Object and Verb",1,SOV
Tuvan,85A,Order of Adposition and Noun Phrase,1,Postpositions
Korean,81A,"Order of Subject, Object and Verb",1,SOV
Korean,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ainu,81A,"Order of Subject, Object and Verb",1,SOV
Ainu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Japanese,81A,"Order of Subject, Object and Verb",1,SOV
Japanese,85A,Order of Adposition and Noun Phrase,1,Postpositions
Chukchi,81A,"Order of Subject, Object and Verb",7,No dominant order
Chukchi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Koryak,81A,"Order of Subject, Object and Verb",1,SOV
Koryak,85A,Order of Adposition and Noun Phrase,1,Postpositions
Itelmen,81A,"Order of Subject, Object and Verb",1,SOV
Itelmen,85A,Order of Adposition and Noun Phrase,5,No adpositions
Nivkh,81A,"Order of Subject, Object and Verb",1,SOV
Nivkh,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ket,81A,"Order of Subject, Object and Verb",1,SOV
Ket,85A,Order of Adposition and Noun Phrase,1,Postpositions
Georgian,81A,"Order of Subject, Object and Verb",1,SOV
Georgian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ubykh,81A,"Order of Subject, Object and Verb",1,SOV
Ubykh,85A,Order of Adposition and Noun Phrase,1,Postpositions
Abkhaz,81A,"Order of Subject, Object and Verb",1,SOV
Abkhaz,85A,Order of Adposition and Noun Phrase,1,Postpositions
Adyghe (Abzakh),81A,"Order of Subject, Object and Verb",1,SOV
Adyghe (Abzakh),85A,Order of Adposition and Noun Phrase,1,Postpositions
Kabardian,81A,"Order of Subject, Object and Verb",1,SOV
Kabardian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tsova-Tush,81A,"Order of Subject, Object and Verb",1,SOV
Tsova-Tush,85A,Order of Adposition and Noun Phrase,1,Postpositions
Chechen,81A,"Order of Subject, Object and Verb",1,SOV
Chechen,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ingush,85A,Order of Adposition and Noun Phrase,1,Postpositions
Avar,81A,"Order of Subject, Object and Verb",1,SOV
Avar,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hunzib,81A,"Order of Subject, Object and Verb",1,SOV
Hunzib,85A,Order of Adposition and Noun Phrase,1,Postpositions
Lak,85A,Order of Adposition and Noun Phrase,1,Postpositions
Dargwa,81A,"Order of Subject, Object and Verb",1,SOV
Dargwa,85A,Order of Adposition and Noun Phrase,1,Postpositions
Archi,81A,"Order of Subject, Object and Verb",1,SOV
Archi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Lezgian,81A,"Order of Subject, Object and Verb",1,SOV
Lezgian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Rutul,81A,"Order of Subject, Object and Verb",1,SOV
Rutul,85A,Order of Adposition and Noun Phrase,1,Postpositions
Udi,81A,"Order of Subject, Object and Verb",1,SOV
Burushaski,81A,"Order of Subject, Object and Verb",1,SOV
Burushaski,85A,Order of Adposition and Noun Phrase,1,Postpositions
Brahui,85A,Order of Adposition and Noun Phrase,1,Postpositions
Malto,81A,"Order of Subject, Object and Verb",1,SOV
Kolami,81A,"Order of Subject, Object and Verb",1,SOV
Kolami,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gondi,81A,"Order of Subject, Object and Verb",1,SOV
Gondi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Koya,81A,"Order of Subject, Object and Verb",1,SOV
Kuvi,81A,"Order of Subject, Object and Verb",1,SOV
Kuvi,85A,Order of Adposition and Noun Phrase,1,Postpositions
Telugu,81A,"Order of Subject, Object and Verb",1,SOV
Telugu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tulu,81A,"Order of Subject, Object and Verb",1,SOV
Tulu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kannada,81A,"Order of Subject, Object and Verb",1,SOV
Kannada,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tamil,81A,"Order of Subject, Object and Verb",1,SOV
Tamil,85A,Order of Adposition and Noun Phrase,1,Postpositions
Malayalam,81A,"Order of Subject, Object and Verb",1,SOV
Korku,81A,"Order of Subject, Object and Verb",1,SOV
Korku,85A,Order of Adposition and Noun Phrase,1,Postpositions
Santali,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mundari,81A,"Order of Subject, Object and Verb",1,SOV
Mundari,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ho,85A,Order of Adposition and Noun Phrase,1,Postpositions
Sora,85A,Order of Adposition and Noun Phrase,1,Postpositions
Bhumij,81A,"Order of Subject, Object and Verb",1,SOV
Remo,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mandarin,81A,"Order of Subject, Object and Verb",2,SVO
Hakka,81A,"Order of Subject, Object and Verb",2,SVO
Cantonese,81A,"Order of Subject, Object and Verb",2,SVO
Karen (Pwo),81A,"Order of Subject, Object and Verb",2,SVO
Karen (Pwo),85A,Order of Adposition and Noun Phrase,2,Prepositions
Kayah Li (Eastern),81A,"Order of Subject, Object and Verb",2,SVO
Kayah Li (Eastern),85A,Order of Adposition and Noun Phrase,4,No dominant order
Karen (Bwe),81A,"Order of Subject, Object and Verb",2,SVO
Karen (Bwe),85A,Order of Adposition and Noun Phrase,2,Prepositions
Karen (Sgaw),81A,"Order of Subject, Object and Verb",2,SVO
Karen (Sgaw),85A,Order of Adposition and Noun Phrase,2,Prepositions
Newari (Kathmandu),81A,"Order of Subject, Object and Verb",1,SOV
Newari (Kathmandu),85A,Order of Adposition and Noun Phrase,1,Postpositions
Newar (Dolakha),81A,"Order of Subject, Object and Verb",1,SOV
Newar (Dolakha),85A,Order of Adposition and Noun Phrase,1,Postpositions
Tshangla,81A,"Order of Subject, Object and Verb",1,SOV
Tshangla,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tamang (Eastern),81A,"Order of Subject, Object and Verb",1,SOV
Tamang (Eastern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Nar-Phu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gurung,81A,"Order of Subject, Object and Verb",1,SOV
Gurung,85A,Order of Adposition and Noun Phrase,1,Postpositions
Thakali,81A,"Order of Subject, Object and Verb",1,SOV
Chantyal,85A,Order of Adposition and Noun Phrase,1,Postpositions
